tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,name,retweet_count,text,tweet_created,user_timezone
5.70231E+17,negative,1,Can't Tell,0.6661,HRKatWrangler,0,@TAA Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,2/24/2015 6:35,Atlantic Time (Canada)
5.7023E+17,negative,1,Customer Service Issue,1,lj_verde,0,@TAA still ignoring my question. #USAirways consistently providing poor customer service.,2/24/2015 6:31,Eastern Time (US & Canada)
5.70229E+17,negative,1,Lost Luggage,0.663,mcgarr_ok,0,@TAA they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek,2/24/2015 6:30,
5.70226E+17,negative,1,Customer Service Issue,0.6391,gregdarley,0,@TAA oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem,2/24/2015 6:18,Eastern Time (US & Canada)
5.70226E+17,negative,1,Late Flight,0.3516,MandiBPro,0,@TAA There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???,2/24/2015 6:17,Eastern Time (US & Canada)
5.70226E+17,negative,1,Lost Luggage,1,mcgarr_ok,0,@TAA Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst,2/24/2015 6:16,
5.70225E+17,negative,1,Customer Service Issue,1,NicoleCarmellaF,0,@TAA been trying for weeks no use,2/24/2015 6:12,
5.70224E+17,negative,1,Can't Tell,1,mikeyyyyyyy_,0,@TAA should give me free baggage for this mess,2/24/2015 6:09,Central Time (US & Canada)
5.70224E+17,negative,0.6537,longlines,0.6537,MandiBPro,0,"@TAA Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE.",2/24/2015 6:08,Eastern Time (US & Canada)
5.70223E+17,negative,1,Bad Flight,0.3474,PrettyMommy86,0,@TAA I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets,2/24/2015 6:07,
5.70223E+17,neutral,1,,,WhatSarahSayzz,0,@TAA I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,2/24/2015 6:04,Pacific Time (US & Canada)
5.70222E+17,negative,1,Customer Service Issue,0.6872,lmeckPR,0,@TAA seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,2/24/2015 6:03,Quito
5.70221E+17,positive,0.6991,,,LouiseMcElwee,0,"@TAA Waiting on my flight right now, thanks!!",2/24/2015 5:57,
5.7022E+17,neutral,1,,,jmkagan,0,@TAA How do I add my TSA Pre number to an existing reservation?,2/24/2015 5:53,Quito
5.70219E+17,neutral,0.6326,,0,NicoleCarmellaF,0,@TAA can i please have someone call me 781 879 4505,2/24/2015 5:50,
5.70218E+17,positive,0.6983,,0,stevan_hicks,0,@TAA We're back at a gate. Opposite of wheels up. Im sure we'll get thete eventually. So thanks.,2/24/2015 5:44,
5.70217E+17,negative,1,Customer Service Issue,1,TrevorHam01,0,@TAA. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!,2/24/2015 5:43,
5.70216E+17,neutral,1,,,RockUrHumanity,0,@TAA &amp; @TAA: 1 flight Cancelled Flightled yesterday and now a delay today has robbed my daughter of 2 days with her grandparents. Thanks,2/24/2015 5:36,Eastern Time (US & Canada)
5.70215E+17,negative,0.6452,Late Flight,0.6452,stevan_hicks,0,@TAA 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,2/24/2015 5:34,
5.70214E+17,negative,1,Lost Luggage,1,kintheusa,0,@TAA can you DM please in regards to update on lost bag please.,2/24/2015 5:31,
5.70214E+17,negative,1,Flight Attendant Complaints,0.6547,cmtodd,0,@TAA need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.,2/24/2015 5:29,Eastern Time (US & Canada)
5.70214E+17,negative,1,Late Flight,1,stevan_hicks,0,@TAA Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.,2/24/2015 5:28,
5.70212E+17,positive,1,,,bkusske,0,@TAA knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!,2/24/2015 5:22,Mountain Time (US & Canada)
5.70209E+17,negative,0.7087,Customer Service Issue,0.7087,peterbarth,0,@TAA why aren't you updating flight status/delays?,2/24/2015 5:08,Eastern Time (US & Canada)
5.70208E+17,negative,1,Customer Service Issue,0.3435,peterbarth,0,@TAA They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out,2/24/2015 5:07,Eastern Time (US & Canada)
5.70208E+17,negative,1,Late Flight,0.3666,peterbarth,0,"@TAA nope, they just announced we're headed back to the gate.",2/24/2015 5:06,Eastern Time (US & Canada)
5.70206E+17,negative,1,Late Flight,1,peterbarth,0,@TAA pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4Unu,2/24/2015 4:58,Eastern Time (US & Canada)
5.70206E+17,negative,1,Customer Service Issue,0.6552,Danye33,0,@TAA well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy,2/24/2015 4:56,Eastern Time (US & Canada)
5.70205E+17,negative,0.6771,Late Flight,0.3437,peterbarth,0,@TAA 5203 and we're just sitting 20 feet from an open gate,2/24/2015 4:55,Eastern Time (US & Canada)
5.70204E+17,negative,1,Flight Booking Problems,0.3663,Danye33,0,@TAA just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,2/24/2015 4:50,Eastern Time (US & Canada)
5.70204E+17,negative,0.663,Can't Tell,0.663,jbatchelor88,0,@TAA what's wrong with the plane? Flt 581,2/24/2015 4:49,
5.70203E+17,negative,1,Can't Tell,0.6617,eatmyshorts2263,0,"@TAA @TAA two broken airplanes, two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college. 👍",2/24/2015 4:46,Eastern Time (US & Canada)
5.70199E+17,negative,1,Lost Luggage,1,bcruz1028,0,@TAA @TAA Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am,2/24/2015 4:32,
5.70198E+17,negative,1,Flight Attendant Complaints,0.6875,suetrio,0,@TAA Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,2/24/2015 4:25,
5.70198E+17,negative,1,Flight Attendant Complaints,0.6706,ucbearcatdad,0,"@TAA asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!",2/24/2015 4:25,
5.70196E+17,negative,1,Can't Tell,0.678,ucbearcatdad,0,"@TAA , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question",2/24/2015 4:19,
5.70196E+17,negative,0.6421,Flight Booking Problems,0.6421,hiphop_hokie,0,@TAA nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me,2/24/2015 4:18,
5.70192E+17,neutral,1,,,meathead1974,0,@TAA flight 1946 out of clt this morning.  It's snowing here.  Should i head out to the airport?,2/24/2015 4:03,
5.70191E+17,negative,1,Customer Service Issue,1,mikejmarsh,0,@TAA I've been on hold for 41min. Just trying to change my reservation.,2/24/2015 3:58,
5.70185E+17,neutral,1,,,ToxicLayge,0,@TAA I am a UK citizen. Is there a UK number I could try?,2/24/2015 3:35,London
5.70184E+17,negative,1,Late Flight,0.3491,McClainTweets,0,@TAA I just spent 3.5 hours and got nowhere. Entire experience #epicfail,2/24/2015 3:30,Eastern Time (US & Canada)
5.70181E+17,negative,1,Customer Service Issue,0.6789,ToxicLayge,0,@TAA Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service,2/24/2015 3:20,London
5.70178E+17,negative,0.6739,Can't Tell,0.3478,MLasichak,0,@TAA nope not yet...,2/24/2015 3:05,
5.70157E+17,negative,1,Lost Luggage,1,yorkshire2002,0,@TAA I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.,2/24/2015 1:44,Eastern Time (US & Canada)
5.70157E+17,negative,1,Lost Luggage,1,yorkshire2002,0,"@TAA My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic",2/24/2015 1:44,Eastern Time (US & Canada)
5.70157E+17,negative,1,Can't Tell,1,yorkshire2002,0,@TAA  Thank you for allowing me to spend more money on vacation by buying things I already bought.,2/24/2015 1:43,Eastern Time (US & Canada)
5.70157E+17,negative,0.7109,Can't Tell,0.7109,yorkshire2002,0,@TAA Thanks so much for ruining my vacation. I really couldn't have done it without you.,2/24/2015 1:42,Eastern Time (US & Canada)
5.70152E+17,negative,0.6469,Can't Tell,0.3371,NoDoubtMom,0,@TAA it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,2/24/2015 1:23,Eastern Time (US & Canada)
5.70152E+17,negative,1,Can't Tell,0.6222,NoDoubtMom,0,@TAA some flexibility on your part would be nice. This is why I love @TAA. They're flexible &amp; not trying to take all my $.,2/24/2015 1:22,Eastern Time (US & Canada)
5.70134E+17,positive,0.6606,,,cusefan4ever,0,@TAA Excited that I'll be flying from Syracuse to interview in Dallas on Friday for the FA position- this is a goal &amp; dream of mine!,2/24/2015 0:10,Eastern Time (US & Canada)
5.70126E+17,negative,0.3469,Customer Service Issue,0.3469,EmilyClapp,0,@TAA thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer.,2/23/2015 23:39,
5.7012E+17,negative,1,Customer Service Issue,1,SLKToday,0,@TAA it doesn't take 6 days to respond to an already open case!,2/23/2015 23:17,
5.7012E+17,positive,1,,,GrahamHaigh,0,"@TAA great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",2/23/2015 23:15,Pacific Time (US & Canada)
5.70114E+17,negative,1,Customer Service Issue,1,Allmyvacations,0,@TAA are people going to answer our calls?,2/23/2015 22:53,
5.70114E+17,negative,1,Late Flight,0.3541,medrisy,0,@TAA pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail,2/23/2015 22:53,
5.70111E+17,negative,1,Can't Tell,0.6507,medrisy,0,@TAA : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,2/23/2015 22:38,
5.7011E+17,positive,0.6647,,0,mydulcebella,0,@TAA Thank You for your empathy there is more to this story than just the luggage but thank you for reaching out,2/23/2015 22:37,Eastern Time (US & Canada)
5.7011E+17,negative,1,Late Flight,1,medrisy,0,@TAA is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,2/23/2015 22:36,
5.70109E+17,negative,1,Can't Tell,0.3474,CicilyGray,0,@TAA yes but again valuable time has been lost,2/23/2015 22:33,
5.70109E+17,negative,1,Customer Service Issue,0.357,jpkansara,0,@TAA I don't like being lied to. No bad weather in dc md va. I've been stuck in CA all day and should've been home by now. You owe me.,2/23/2015 22:32,
5.70108E+17,negative,1,Late Flight,0.6405,jakenemmasmom,0,@TAA yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.,2/23/2015 22:30,
5.70107E+17,negative,1,Lost Luggage,0.7128,mydulcebella,0,@TAA the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH,2/23/2015 22:22,Eastern Time (US & Canada)
5.70106E+17,negative,1,Late Flight,1,CicilyGray,0,@TAA can't get back lost time,2/23/2015 22:19,
5.70105E+17,negative,1,Late Flight,0.6534,CicilyGray,0,@TAA flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us.... gates closed in r faces.  Ur fired,2/23/2015 22:15,
5.70105E+17,negative,1,Can't Tell,1,worldwideweg,0,@TAA - thanks however I feel like the system has failed me -- what is the solution?,2/23/2015 22:14,
5.70102E+17,negative,1,Lost Luggage,1,jakenemmasmom,0,@TAA my bag landed 1 day Late Flight at sfo at 11:40am. How can it be 10:01pm and I still don't have it? Flight 719 2/22/14,2/23/2015 22:03,
5.70098E+17,positive,1,,,cookyvonne,0,@TAA thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!,2/23/2015 21:49,
5.70098E+17,negative,1,Customer Service Issue,0.6574,miguellem90,0,"@TAA thanks for nothing. Bought two tix through you to Disney and my friend can't go and now I have to eat the 400, plus 600 for new 1",2/23/2015 21:47,Eastern Time (US & Canada)
5.70091E+17,negative,1,Lost Luggage,1,StretfordGoose,0,@TAA Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?,2/23/2015 21:22,London
5.70086E+17,negative,1,Flight Attendant Complaints,0.3425,worldwideweg,0,"@TAA  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death.",2/23/2015 21:00,
5.70086E+17,negative,1,Customer Service Issue,0.6619,worldwideweg,0,"@TAA  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note.",2/23/2015 20:59,
5.70085E+17,negative,1,Customer Service Issue,1,worldwideweg,0,@TAA  I've never been treated this badly,2/23/2015 20:59,
5.70085E+17,negative,1,Customer Service Issue,0.6518,worldwideweg,0,@TAA  I'm glad this airline is going to be swallowed by American!!! American always picks up the phone and solves problems.,2/23/2015 20:58,
5.70085E+17,negative,1,Customer Service Issue,0.6645,worldwideweg,0,@TAA  Three months and my miles haven't been credited.  No one is going to read the email I sent.,2/23/2015 20:58,
5.70085E+17,negative,1,Flight Booking Problems,0.6737,worldwideweg,0,@TAA   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles,2/23/2015 20:57,
5.70085E+17,neutral,0.6626,,0,worldwideweg,0,@TAA  My tweet gets me a response to email dmsc@TAA.com,2/23/2015 20:56,
5.70085E+17,neutral,0.6556,,0,worldwideweg,0,@TAA The help/complaint forms on the website can be used only if the matter applies to an actual ticketed flight,2/23/2015 20:56,
5.70084E+17,negative,1,Customer Service Issue,1,worldwideweg,0,@TAA   No one picks up the phone all day/  no opportunity to leave a voicemail,2/23/2015 20:54,
5.70084E+17,negative,1,Flight Booking Problems,0.6601,worldwideweg,0,"@TAA  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied",2/23/2015 20:54,
5.70084E+17,negative,1,Can't Tell,0.6631,mydulcebella,0,@TAA No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.,2/23/2015 20:54,Eastern Time (US & Canada)
5.70084E+17,negative,1,Customer Service Issue,0.6452,worldwideweg,0,"@TAA  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles",2/23/2015 20:53,
5.70084E+17,negative,1,Flight Booking Problems,1,worldwideweg,0,@TAA  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card,2/23/2015 20:53,
5.70084E+17,negative,0.6764,Flight Booking Problems,0.6764,worldwideweg,0,"@TAA  - I had 20,748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I",2/23/2015 20:52,
5.70084E+17,negative,1,Customer Service Issue,1,worldwideweg,0,@TAA - It's all automated and no one cares to understand the problem I'm having,2/23/2015 20:51,
5.70083E+17,negative,1,Late Flight,1,premiyerx,0,@TAA screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),2/23/2015 20:51,
5.70083E+17,negative,1,Lost Luggage,0.6667,mydulcebella,0,"@TAA Houston hub Aa T. Employee the bag is not here, It made it to Pa before me! Oops not your problem http://t.co/Uld0hWFkfo",2/23/2015 20:49,Eastern Time (US & Canada)
5.70082E+17,negative,1,Customer Service Issue,0.6785,McClainTweets,0,"@TAA charged my card 11 times for one airline ticket, now card is on security hold",2/23/2015 20:46,Eastern Time (US & Canada)
5.70082E+17,negative,0.6898,Customer Service Issue,0.6898,chuckbaker5,0,@TAA not yet. But we will see shortly.,2/23/2015 20:46,
5.70082E+17,negative,1,Can't Tell,0.6563,RoxyShepherd,0,@TAA I've flown US Airways at least five times. Every single time has been like this. Actions speak louder than words.,2/23/2015 20:43,Atlantic Time (Canada)
5.70081E+17,negative,0.6281,Late Flight,0.6281,CicilyGray,0,@TAA flight from Bhm delayed 5hrs! Connect flgt left us in clt at a motel,2/23/2015 20:42,
5.7008E+17,negative,1,Can't Tell,0.3592,lmeckPR,0,"@TAA membership has no privileges anymore - my son is in the army, short window to see him - NO help.",2/23/2015 20:36,Quito
5.7008E+17,negative,1,Customer Service Issue,1,lmeckPR,0,@TAA honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else.,2/23/2015 20:35,Quito
5.70078E+17,negative,0.6564,Customer Service Issue,0.3544,tracee28,0,@TAA done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??,2/23/2015 20:30,Eastern Time (US & Canada)
5.70078E+17,negative,0.6551,Lost Luggage,0.6551,hhagerty,0,@TAA yay for glitchy tracking system!  My bags made it to my destination and not Laguardia like the app said!,2/23/2015 20:30,Mountain Time (US & Canada)
5.70078E+17,negative,1,Flight Booking Problems,0.3562,lmeckPR,0,@TAA really???  NOT ONE OF THEM CAN BOOK DIVIDEND MILES TRAVEL - Literally on hold now since 9:50pm - it's 11:30pm #NoExcuses,2/23/2015 20:30,Quito
5.70078E+17,negative,1,Can't Tell,0.3416,KinnaneCallum,0,"@TAA yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens.",2/23/2015 20:29,
5.70078E+17,positive,0.6806,,,__RWG__,0,"BY THE GRACE OF GOD, I MADE IT! “@TAA: @__RWG__ We don't have those powers in here. We hope you can make that flight.”",2/23/2015 20:29,Mountain Time (US & Canada)
5.70078E+17,negative,0.6915,Can't Tell,0.3617,mcgarr_ok,0,@TAA Everyone is sorry.  Don't have what I need for meeting tomorrow.  140 charac. isn't nearly enough to highlight your shortcomings,2/23/2015 20:29,
5.70077E+17,negative,1,Can't Tell,0.3596,KyleHanagami,0,@TAA is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.,2/23/2015 20:24,Pacific Time (US & Canada)
5.70076E+17,negative,1,Customer Service Issue,1,retardedlarry,0,"@TAA if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed",2/23/2015 20:21,
5.70076E+17,neutral,0.6667,,,caneryilmz,0,@TAA thank u i wiil write after call  travel agency,2/23/2015 20:20,
5.70075E+17,negative,1,Can't Tell,0.6136,CicilyGray,0,@TAA terrible service,2/23/2015 20:19,
5.70075E+17,negative,1,Customer Service Issue,1,worldwideweg,0,"@TAA Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,",2/23/2015 20:16,
5.70074E+17,negative,1,Customer Service Issue,0.3581,__RWG__,0,@TAA Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!,2/23/2015 20:13,Mountain Time (US & Canada)
5.70074E+17,negative,1,Customer Service Issue,0.6813,worldwideweg,0,"@TAA - No live person to speak with all day at Dividend Miles, after they wrongfully took over 65,000 miles out of my account.",2/23/2015 20:11,
5.70073E+17,negative,1,Lost Luggage,1,mcgarr_ok,0,@TAA my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,2/23/2015 20:11,
5.70072E+17,negative,1,Customer Service Issue,1,lmeckPR,0,"@TAA cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum",2/23/2015 20:06,Quito
5.70071E+17,negative,1,Can't Tell,0.678,elysebeme,0,"@TAA yes, but I had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight...not fun :-/",2/23/2015 20:02,
5.70071E+17,negative,0.6669,Flight Booking Problems,0.6669,marisa_negri,0,"@TAA Well, that's a problem considering I need to book a flight tonight for this weekend... is there anything you can do?",2/23/2015 20:01,Eastern Time (US & Canada)
5.70071E+17,neutral,0.6353,,0,caneryilmz,0,@TAA but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund,2/23/2015 20:01,
5.7007E+17,negative,1,Flight Booking Problems,0.6703,caneryilmz,0,@TAA it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++,2/23/2015 19:59,
5.70069E+17,negative,0.6774,Bad Flight,0.349,bstrock,1,"@TAA  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What’s up?",2/23/2015 19:55,Eastern Time (US & Canada)
5.70069E+17,neutral,1,,,EverettWJones,0,@TAA thank you.,2/23/2015 19:52,Quito
5.70068E+17,negative,1,Customer Service Issue,0.69,m2gris,0,"@TAA was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.",2/23/2015 19:49,
5.70064E+17,negative,1,Can't Tell,1,mcgarr_ok,1,@TAA you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,2/23/2015 19:33,
5.70064E+17,negative,1,Customer Service Issue,1,retardedlarry,0,@TAA has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.,2/23/2015 19:32,
5.70062E+17,negative,1,Flight Booking Problems,1,alec1289,0,@TAA that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH,2/23/2015 19:25,Pacific Time (US & Canada)
5.70061E+17,negative,1,Customer Service Issue,0.689,caneryilmz,0,@TAA you say to call travel agency and they say we cant refund because usairways didnt accept this.,2/23/2015 19:21,
5.70061E+17,negative,1,Can't Tell,1,Saint_Louisan,0,@TAA ... I f@$%ing hate you.,2/23/2015 19:21,Alaska
5.70061E+17,negative,1,Can't Tell,0.6344,caneryilmz,0,@TAA travel agency said that if usairways accept we will refund money i dont understand why dont u refund,2/23/2015 19:20,
5.7006E+17,negative,0.6598,Can't Tell,0.3512,marisa_negri,0,"@TAA Yes &amp; have already spent 1K+ on the card &amp; paid the $89 annual fee, but the 50K miles have not shown up. Want to fly AUS --&gt; ATL",2/23/2015 19:18,Eastern Time (US & Canada)
5.7006E+17,negative,0.6769,Flight Booking Problems,0.6769,caneryilmz,0,@TAA no i use to skyscanner and travel agency and i called u . You said you should call travel agency but,2/23/2015 19:18,
5.70058E+17,negative,1,longlines,0.3523,MSFHQ,0,"@TAA finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks.",2/23/2015 19:11,Quito
5.70058E+17,neutral,0.6696,,,roanwild,0,"@TAA yes, with Delta!",2/23/2015 19:10,
5.70058E+17,negative,1,Flight Booking Problems,0.6869,jkfreeman1,0,@TAA well I thought they had hours ago but just found out that no I do not have a seat,2/23/2015 19:07,Central Time (US & Canada)
5.70057E+17,negative,1,Bad Flight,1,danielromeyn,0,"@TAA : Was on flight 2046 BOS-CLT on 2/22, awful experience, exit row seat was so narrow that I could not move my legs! Unacceptable.",2/23/2015 19:05,Eastern Time (US & Canada)
5.70057E+17,negative,1,Customer Service Issue,1,MLasichak,0,"@TAA yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing!",2/23/2015 19:05,
5.70057E+17,negative,1,Customer Service Issue,1,ChuckManicotti,1,@TAA   Not good. On hold for over an hour. http://t.co/wSgYckCIIO,2/23/2015 19:04,
5.70054E+17,neutral,1,,,EverettWJones,0,@TAA Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?,2/23/2015 18:55,Quito
5.70054E+17,positive,0.6727,,,Lucas_Henderson,0,"@TAA no worries, your flight attendant took care of it.",2/23/2015 18:55,Quito
5.70054E+17,neutral,0.3872,,0,Wheres_Papi,0,@TAA Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone,2/23/2015 18:55,Eastern Time (US & Canada)
5.70052E+17,negative,1,Customer Service Issue,1,ChuckManicotti,0,@TAA I've been on hold for over an hour.  Not doing so well in the customer service department.  #weak,2/23/2015 18:46,
5.70051E+17,negative,1,Customer Service Issue,1,m2gris,0,@TAA - 53 minutes on hold for a reservation?,2/23/2015 18:44,
5.70051E+17,negative,0.6756,Customer Service Issue,0.6756,christabtaylor,1,@TAA @joyadventuremom there are breastfeeding momma's watching this story all over the country! Better work on a faster response :),2/23/2015 18:41,
5.70049E+17,negative,1,Flight Booking Problems,1,marisa_negri,0,@TAA #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today,2/23/2015 18:33,Eastern Time (US & Canada)
5.70048E+17,negative,1,Flight Booking Problems,0.6713,alec1289,0,@TAA I've been on hold for over an hour only b/c my CC miles aren't showing up. What a mediocre combo of cc &amp; airline #SwitchingBoth,2/23/2015 18:31,Pacific Time (US & Canada)
5.70048E+17,negative,1,Customer Service Issue,1,marisa_negri,0,@TAA I am a premium #DividendMiles #cardholder. Unacceptable 4 you to #hangup my #customerservice call twice after putting me on hold.,2/23/2015 18:30,Eastern Time (US & Canada)
5.70048E+17,negative,1,Can't Tell,0.6871,caneryilmz,0,@TAA I bougth ticket same fligths twice and you dont refund money it is big problem other company refund money why dont u pay back,2/23/2015 18:29,
5.70048E+17,negative,1,Late Flight,0.6402,JMeszar,0,@TAA @TAA now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell,2/23/2015 18:29,Eastern Time (US & Canada)
5.70046E+17,negative,1,Customer Service Issue,0.6809,JustTimMcDonald,0,"@TAA hi, Im trying to speak with someone to book travel for a minor. The phone keeps disconnecting. Please advise. Website wont allow.",2/23/2015 18:21,Eastern Time (US & Canada)
5.70046E+17,negative,1,Flight Booking Problems,0.3505,JustPlain_Jake,1,@TAA did a pre schooler develop your app? The thing crashes every single time.,2/23/2015 18:21,Quito
5.70044E+17,negative,1,Lost Luggage,1,tracee28,0,@TAA and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo,2/23/2015 18:14,Eastern Time (US & Canada)
5.70044E+17,negative,0.635,Late Flight,0.3263,MSFHQ,1,@TAA On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys.,2/23/2015 18:12,Quito
5.70044E+17,negative,1,Can't Tell,0.6266,PrettyMommy86,0,@TAA #FAILINGYOURCUSTOMER ONE BY ONE,2/23/2015 18:12,
5.70043E+17,negative,1,Late Flight,1,tlawler28,0,@TAA @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?,2/23/2015 18:10,Eastern Time (US & Canada)
5.70043E+17,negative,1,Customer Service Issue,0.6733,chuckbaker5,1,@TAA. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,2/23/2015 18:09,
5.70038E+17,negative,1,Flight Booking Problems,0.6764,PrettyMommy86,0,"@TAA 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers",2/23/2015 17:50,
5.70037E+17,positive,0.3709,,0,kiasuchick,0,@TAA @TAA Can you bring guinea pigs in small pet carrier onboard your flights?,2/23/2015 17:47,Pacific Time (US & Canada)
5.70034E+17,negative,1,Customer Service Issue,1,MLasichak,1,@TAA #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain,2/23/2015 17:33,
5.70034E+17,negative,1,Late Flight,1,RoxyShepherd,1,@TAA every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,2/23/2015 17:32,Atlantic Time (Canada)
5.70031E+17,negative,1,Flight Attendant Complaints,1,BernadetteGH,0,@TAA is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening,2/23/2015 17:21,
5.70031E+17,positive,1,,,golfowens,0,@TAA good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?,2/23/2015 17:20,
